,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
21630,1199,Founders Brewing Company,1258944972,4.5,4.0,4.0,nickfl,American Double / Imperial Stout,4.0,4.5,Founders Breakfast Stout,8.3,11757
91360,140,Sierra Nevada Brewing Co.,1300483378,4.0,4.0,4.0,notchucknorris,American Pale Ale (APA),3.5,3.5,Sierra Nevada Pale Ale,5.6,276
630462,262,Shmaltz Brewing Company,1291253913,3.5,3.5,3.5,davesway10,American Brown Ale,4.0,4.0,He'Brew Monumental Jewbelation (10),10.0,33499
543934,2372,Terrapin Beer Company,1192761036,4.0,4.0,4.0,kwakwhore,American Double / Imperial Pilsner,4.0,4.0,Terrapin All American Imperial Pilsner,7.5,22043
900794,147,Stone Brewing Co.,1228610177,4.0,4.0,4.0,DaggerEyes,Winter Warmer,4.0,4.0,Special Holiday Ale,9.0,46085
1379237,180,Brouwerij Huyghe,1110431924,3.5,3.5,4.0,santoslhalper,Belgian Strong Dark Ale,3.0,3.5,Delirium Nocturnum,8.5,1421
1062021,839,Tooheys Brewing,1233855406,2.5,2.5,4.0,ATLbeerDog,American Adjunct Lager,3.0,2.5,Tooheys New,4.6,4002
1423956,385,Midnight Sun Brewing Co.,1315200656,4.0,4.0,3.5,JohnnyP3,American Brown Ale,4.0,4.0,Kodiak Brown Ale,5.0,1086
1416715,139,Shipyard Brewing Co.,1158456594,3.0,4.0,4.0,arnulfooxblood,English India Pale Ale (IPA),3.5,3.5,Shipyard IPA,5.8,693
600392,1549,Goose Island Beer Co.,1128877267,4.5,4.0,4.5,karst,English Brown Ale,4.0,4.0,Naughty Goose,5.0,5911
1144543,71,Fuller Smith & Turner PLC,1152526745,4.0,3.0,3.5,mdagnew,English Pale Ale,3.5,3.5,Organic Honeydew,5.0,5368
137812,6126,Beck Bräu OHG,1255945488,4.0,3.0,3.5,bark,Hefeweizen,4.0,4.5,Beck Spritzige Weisse,4.8,41576
997361,999,Montana Brewing Company,1314441937,4.5,4.0,4.5,NWer,Oatmeal Stout,4.5,4.5,Custer’s Last Stout,5.4,5480
34958,1199,Founders Brewing Company,1272069188,5.0,5.0,4.0,tegelaar,American Double / Imperial Stout,4.5,5.0,Founders KBS (Kentucky Breakfast Stout),11.2,19960
757064,3521,De Proefbrouwerij (bvba Andelot),1278384791,3.5,4.0,4.5,Derek,Belgian Dark Ale,4.5,3.5,Van Twee (w/ John Mallett),7.5,51550
249788,215,Bières de Chimay S.A.,1204524340,4.0,5.0,4.5,JToad,Tripel,4.0,4.0,Chimay Tripel (White),8.0,1346
1176071,10099,Dogfish Head Brewery,1275613242,4.5,4.0,4.0,herman77,American Double / Imperial IPA,4.5,4.5,90 Minute IPA,9.0,2093
363464,433,Molson Coors Canada,1275192023,2.0,2.0,3.0,Lexluthor33,American Malt Liquor,2.0,1.5,Molson XXX,7.3,3829
378446,27039,The Alchemist,1320636036,4.5,4.5,5.0,woosterbill,Russian Imperial Stout,5.0,4.5,Luscious,11.1,73943
647072,30,Avery Brewing Company,1222746037,3.5,4.0,3.5,SirSketch,American IPA,4.0,4.0,India Pale Ale (IPA),6.5,2729
931516,287,"Bell's Brewery, Inc.",1234592011,4.5,4.5,4.5,adamhdv,American Double / Imperial IPA,4.5,4.5,Bell's Hopslam Ale,10.0,17112
1548909,345,Victory Brewing Company,1039184487,5.0,4.5,4.5,CharlesRiver,Russian Imperial Stout,5.0,4.5,Storm King Stout,9.1,1013
828766,267,Odell Brewing Company,1196396872,2.5,3.0,4.0,homebrewhawk,American Strong Ale,3.0,2.5,Odell Extra Special Red Ale,8.0,33503
518124,113,Samuel Smith Old Brewery (Tadcaster),1091758139,4.5,4.0,4.5,Hibernator,Oatmeal Stout,4.0,4.5,Samuel Smith's Oatmeal Stout,5.0,571
911805,9877,Rush River Brewing Company,1303951422,4.5,4.0,4.5,ccrida,American Double / Imperial IPA,4.0,4.0,Double Bubble,9.2,50218
84945,140,Sierra Nevada Brewing Co.,1133838809,4.5,4.0,4.5,jkeller,American IPA,4.5,4.5,Sierra Nevada Celebration Ale,6.8,1904
1359004,220,Lagunitas Brewing Company,1247453925,4.5,4.0,4.0,argock,American Pale Wheat Ale,3.5,4.5,A Little Sumpin' Sumpin' Ale,7.5,49789
839736,5316,Full Sail Brewery & Tasting Room & Pub,1185854124,4.5,4.0,4.0,Bighuge,American IPA,4.0,4.5,Sun Of Spot (Brewmaster Reserve 2007),6.0,37340
1092744,337,Saint Arnold Brewing Company,1205834087,4.0,3.5,3.5,nrbw23,Bock,4.0,4.0,Saint Arnold Spring Bock,6.4,1070
422720,73,Great Lakes Brewing Company,1275602018,4.5,4.0,4.0,mondegreen,American Porter,4.5,4.0,Great Lakes Edmund Fitzgerald Porter,5.8,226
627848,262,Shmaltz Brewing Company,1174621123,4.5,4.0,4.0,neenerzig,American Double / Imperial IPA,4.0,4.5,He'Brew Bittersweet Lenny's R.I.P.A.,10.0,30970
1336649,26,Three Floyds Brewing Co. & Brewpub,1272645509,4.5,4.0,4.0,Kegatron,American Pale Ale (APA),4.0,4.0,Marketing Ploy,6.0,57935
1257342,112,North Coast Brewing Co.,1227403328,4.5,4.0,3.5,PerzentRizen,Irish Dry Stout,3.5,4.5,Old #38 Stout,5.6,408
311165,35,Boston Beer Company (Samuel Adams),1223688230,4.5,5.0,4.5,necrat,American Double / Imperial Pilsner,4.5,5.0,Samuel Adams Hallertau Imperial Pilsner,8.1,38591
739156,14952,Williamsburg AleWerks,1241182032,3.5,3.5,4.0,clayrock81,Cream Ale,3.5,3.5,All American Cream Ale,,44562
889412,147,Stone Brewing Co.,1268370652,4.0,5.0,4.5,hansendc,American Barleywine,4.0,4.5,Stone Old Guardian Barley Wine 2009 Double Dry Hopped,11.3,48523
1539861,763,Moonlight Brewing Company,1249799982,5.0,4.0,4.5,DougE,Euro Dark Lager,4.5,5.0,Death & Taxes Black Beer,5.0,2306
316919,35,Boston Beer Company (Samuel Adams),1274886868,3.5,4.0,2.5,generallee,Saison / Farmhouse Ale,3.5,3.5,LongShot Lemon Pepper Saison,6.4,57269
15956,14,Cambridge Brewing Company,1026057588,4.5,4.0,4.0,BillyBrew,American Pale Ale (APA),4.5,4.5,Tall Tale Pale Ale,5.9,513
195971,2243,The Porterhouse Brewing Company,1324868208,3.5,3.5,4.0,Fatehunter,Irish Dry Stout,5.0,3.0,Oyster Stout,5.2,5686
1448316,296,St. Peter's Brewery Co Ltd,1179381623,4.0,3.5,4.0,BassBone,Milk / Sweet Stout,3.5,4.0,St. Peter's Cream Stout,6.5,2442
1301179,29,Anheuser-Busch,1271281835,2.0,1.5,2.5,lordofthewiens,Light Lager,2.0,2.0,Bud Light,4.2,1320
963542,10902,Närke Kulturbryggeri AB,1310591704,4.5,4.5,4.0,orangesol,Russian Imperial Stout,5.0,4.0,Stormaktsporter,9.0,47200
129225,1149,Harrison's Brewery and Restaurant,1298584119,1.5,2.0,2.5,jrallen34,American Pale Ale (APA),1.0,1.5,Raspberry Wheat,,33769
504960,132,Rogue Ales,1143400742,5.0,4.5,5.0,crwills,Oatmeal Stout,5.0,5.0,Shakespeare Oatmeal Stout,6.1,56973
1480844,124,Paulaner Brauerei GmbH & Co. KG,1156948077,5.0,4.0,3.5,haz77,Munich Helles Lager,4.5,4.0,Paulaner Original Münchner,4.9,388
1486680,23980,Yuengling Brewery ,1141676616,3.0,2.5,3.0,SaCkErZ9,Black & Tan,3.0,2.5,Yuengling Black & Tan,4.7,1381
472182,392,Weyerbacher Brewing Co.,1221714103,3.5,4.5,2.5,russpowell,Weizenbock,3.5,3.5,Slam Dunkel,7.0,37691
762676,8,Widmer Brothers Brewing Company,1168811934,4.0,3.5,3.5,allengarvin,American Pale Wheat Ale,3.5,4.0,Widmer Hefeweizen,4.9,17
601817,1549,Goose Island Beer Co.,1270942834,3.5,4.0,4.5,ridglens,American Double / Imperial Stout,5.0,4.5,Night Stalker,11.7,47692
867036,127,Portland Brewing Company,1179236912,3.0,2.0,3.5,Cresant,American Amber / Red Ale,3.0,3.0,MacTarnahan's Amber Ale,5.0,461
507194,132,Rogue Ales,1292215695,4.0,4.0,4.0,Stinkypuss,Scotch Ale / Wee Heavy,4.0,3.5,XS McRogue Scotch Ale,7.0,1578
529469,821,Monte Carlo Casino Pub & Brewery,1131309931,3.5,3.5,4.0,schoolcb,American Double / Imperial Stout,3.0,4.0,Monte Carlo Belgian Style,9.0,26569
100916,675,Brouwerij Roman N.V.,1171167312,4.0,4.0,4.5,emerge077,Dubbel,4.0,4.5,Dobbelen Bruinen,7.0,1871
130000,31,Brauerei Pinkus Mueller,1084984260,4.0,4.0,3.0,mschofield,Hefeweizen,3.5,3.5,Organic Hefe-Weizen,5.1,82
1194218,10099,Dogfish Head Brewery,1298078716,4.0,4.0,3.5,ksimons,American Brown Ale,4.0,4.0,Palo Santo Marron,12.0,33832
473074,392,Weyerbacher Brewing Co.,1303959347,2.5,4.0,3.5,gabedivision,English Barleywine,2.0,3.0,Blithering Idiot,11.1,1566
977920,5691,Switchback Brewing Company,1156790510,4.5,3.5,4.0,notown,American Pale Ale (APA),4.0,4.5,Switchback Ale,,11960
1010085,143,Spoetzl Brewery,1215232253,2.5,2.5,2.0,orangemoustache,American Pale Lager,1.5,2.5,Shiner Blonde,4.4,1075
1419794,738,Brasserie Fantôme,1181875638,4.5,3.5,4.5,BuckSpin,Saison / Farmhouse Ale,4.0,4.0,Fantôme Saison D'Erezée - Hiver,8.0,7978
787841,12959,Captain Lawrence Brewing Co.,1274652825,3.0,4.0,4.0,david18,Belgian Pale Ale,3.5,3.0,Ginger Man Ale,5.75,45054
1424065,385,Midnight Sun Brewing Co.,1207961361,4.0,4.0,4.0,SargeC,American Double / Imperial IPA,3.5,4.0,Meltdown Double IPA,8.0,42111
690516,252,Bayerische Staatsbrauerei Weihenstephan,1096231944,4.0,4.0,4.0,garymuchow,Doppelbock,4.5,4.0,Weihenstephaner Korbinian,7.4,779
192691,2743,Green Flash Brewing Co.,1279407116,4.0,4.0,4.0,junjun,Belgian Strong Dark Ale,4.5,4.0,Green Flash Grand Cru,9.0,41345
714525,811,Highland Brewing,1284601752,4.0,3.5,3.5,atsprings,Kölsch,4.5,4.0,Highland Brandon's Kölsch Style Ale,5.5,61387
53125,806,W.H. Brakspear & Sons plc,1195252163,4.5,4.0,4.0,bark,English Pale Mild Ale,4.0,4.5,Brakspear Oxford Gold,4.6,39631
679528,741,"Lakefront Brewery, Inc.",1323305184,4.5,4.5,4.5,Immortale25,American IPA,4.5,4.5,IPA,6.9,40416
365271,22,Unibroue,1291609294,3.5,4.0,4.0,sixerofelixir,Belgian Strong Dark Ale,4.0,4.0,La Terrible,10.5,3635
148684,3818,Southern Tier Brewing Company,1320123625,3.5,3.5,3.0,FosterJM,Pumpkin Ale,3.5,3.5,Pumking,8.6,38394
1131444,226,Nashoba Valley Winery,1150991904,4.0,4.0,4.0,Franchise,Belgian Pale Ale,4.0,4.0,Belgian Pale Ale,5.7,26411
111357,491,Coopers Brewery Limited,1284705832,4.0,3.5,5.0,matjack85,Euro Pale Lager,4.0,3.5,Premium Lager,5.0,29393
1388898,22509,Kind Beers Brewing,1310176544,2.5,2.5,2.0,PDXHops,American Pale Ale (APA),3.0,2.5,Pale Ale,7.3,57492
834379,703,Erdinger Weissbräu,1084228960,4.0,3.0,4.0,crawfow,Hefeweizen,4.5,3.0,Erdinger Weissbier,5.6,2434
426405,11551,Deka Brewery,1120116065,4.5,3.5,3.0,iheartsheafstout,Euro Pale Lager,3.5,3.0,Zhigulevskoe,4.0,24426
1309841,29,Anheuser-Busch,1249794202,4.0,2.0,2.5,rootbeerman,American Adjunct Lager,2.5,3.0,Budweiser,5.0,65
480562,388,Brasserie Cantillon,1288446337,4.0,4.0,3.5,Chico1985,Lambic - Fruit,3.5,4.0,Cantillon Vigneronne,5.0,2558
1137176,863,Russian River Brewing Company,1293946863,4.5,4.5,4.0,garbercury,American Wild Ale,4.5,4.5,Consecration,10.0,45653
112192,491,Coopers Brewery Limited,1203393273,4.0,4.0,4.0,donteatpoop,English Pale Ale,3.5,4.5,Coopers Sparkling Ale,5.8,2128
1374385,721,Carlsberg Danmark A/S,1176145212,2.5,3.0,3.0,bark,Euro Pale Lager,3.0,2.5,Carlsberg Export,5.0,18233
643721,30,Avery Brewing Company,1133847389,3.0,3.5,3.5,ElGordo,American Double / Imperial IPA,3.5,3.5,Avery Anniversary Ale - Ten,10.0,10100
412829,73,Great Lakes Brewing Company,1258038548,3.5,3.5,4.0,tatoodkelt,Weizenbock,3.5,4.0,Great Lakes Glockenspiel Weizenbock,8.0,19796
920889,6817,Hofbrauhaus Hatz AG,1310329693,3.5,3.0,3.0,rarbring,German Pilsener,3.5,3.5,Hatz Pils,,25232
501008,132,Rogue Ales,1260994733,4.5,4.0,5.0,taxguyjase,American IPA,4.5,4.5,Yellow Snow IPA,6.2,43969
86970,140,Sierra Nevada Brewing Co.,1284594722,3.0,2.5,4.5,jculler82,American Brown Ale,3.0,3.0,Sierra Nevada Tumbler Autumn Brown Ale,5.5,60420
172906,221,Desnoes & Geddes Limited,1079668297,4.0,3.5,4.0,Zorro,American Adjunct Lager,3.5,4.0,Red Stripe Jamaican Lager,4.7,689
1383642,195,Brouwerij De Musketiers,1313703450,4.0,4.5,4.5,Brabander,Foreign / Export Stout,4.0,4.0,Troubadour Obscura,8.5,12804
607231,258,Birra Peroni Industriale S.p.A.,1305772555,3.5,3.5,3.5,Bouleboubier,Euro Pale Lager,4.0,3.5,Peroni Nastro Azzurro,5.1,1790
1136001,863,Russian River Brewing Company,1300752995,4.5,5.0,4.0,Beerandraiderfan,American Wild Ale,4.5,4.5,Sanctification,6.75,20518
541265,2372,Terrapin Beer Company,1157686813,4.0,4.0,4.0,Georgiabeer,American Pale Ale (APA),4.0,4.0,Terrapin Rye Pale Ale,5.3,5948
290730,35,Boston Beer Company (Samuel Adams),1199480159,3.5,4.0,3.5,maddogruss,English Porter,3.5,3.5,Samuel Adams Honey Porter,5.45,2684
1295000,18006,Half Acre Beer Company,1306455515,4.0,4.0,4.0,mobud,American Pale Ale (APA),4.0,4.5,Daisy Cutter Pale Ale,5.2,48582
1196039,9629,Short's Brewing Company,1295324885,3.5,4.0,4.0,ottovon,Fruit / Vegetable Beer,3.5,4.0,Short's PB & J,8.0,54851
665406,2216,Brouwerij Drie Fonteinen,1225776362,5.0,5.0,4.5,hopdog,Gueuze,5.0,5.0,Geuze Cuvée J&J (Joost En Jessie) Blauw (Blue),6.5,23413
275409,83,Brouwerij van Hoegaarden,1140649272,4.5,3.5,4.0,Metalmonk,Witbier,4.0,4.0,Hoegaarden Original White Ale,4.9,248
277406,2150,Timothy Taylor & Co. Limited,1315059857,3.5,4.0,4.0,aeolianshredhead,English Pale Ale,4.0,3.0,Landlord - Strong Pale Ale,4.1,5560
331751,1805,Rock Art Brewery,1227929918,3.0,4.0,4.5,TLove,American Barleywine,4.0,5.0,Vermonster,10.0,38776
623549,10097,Harpoon Brewery,1114482566,4.5,4.5,4.0,HappyHourHero,American IPA,4.0,4.0,Harpoon IPA,5.9,311
1088554,812,Marin Brewing Company,1214460061,4.0,4.5,4.0,rallison,American Double / Imperial IPA,4.5,4.5,White Knuckle Double IPA,8.0,2749
1529814,45,Brooklyn Brewery,1262139169,4.0,3.0,4.5,degerbah,Russian Imperial Stout,4.0,4.0,Brooklyn Black Chocolate Stout,10.0,680
1401692,18134,Redhook Ale Brewery,1048841280,1.5,3.0,2.0,waughbrew,American IPA,1.5,1.0,Long Hammer IPA,6.5,34688
1312720,29,Anheuser-Busch,1305410770,4.0,4.0,3.5,DarrellK,American Pale Wheat Ale,4.0,3.5,Shock Top Raspberry Wheat,5.2,67238
780407,13014,Surly Brewing Company,1193923425,4.0,4.5,4.0,edbeered,Russian Imperial Stout,5.0,5.0,Darkness,10.3,33127
1553992,345,Victory Brewing Company,1292819317,4.5,4.0,4.0,airheadmtrcycle,Baltic Porter,4.5,4.5,Baltic Thunder,8.5,40443
341477,207,Brasserie de Rochefort,1074223553,4.0,3.5,5.0,stephenlouis,Quadrupel (Quad),4.5,4.5,Trappistes Rochefort 10,11.3,645
734872,18915,Indigo Imp Brewery,1290228558,4.0,4.0,4.0,mikesgroove,Belgian IPA,4.0,4.0,Firebrand,6.9,59342
909737,764,Blue Point Brewing Company,1263247464,4.0,3.5,3.5,ktrillionaire,American IPA,4.0,3.5,Hoptical Illusion,6.8,20168
1428512,817,Stieglbrauerei zu Salzburg GmbH,1159320139,3.5,4.0,4.0,emerge077,Bock,4.0,4.0,Original Stieglbock,7.0,5286
1131954,11063,Ølfabrikken,1224550369,4.0,5.0,4.5,alovesupreme,Baltic Porter,4.5,4.5,Ølfabrikken Porter,7.5,31956
863831,9790,The Duck-Rabbit Craft Brewery,1184596542,4.5,4.0,4.0,ncvbc,American Porter,4.5,4.5,Duck-Rabbit Porter,5.7,19736
716208,811,Highland Brewing,1173585325,4.5,4.0,4.0,atsprings,Scotch Ale / Wee Heavy,4.5,4.5,Highland Tasgall Ale,8.0,25516
1074378,2137,Breckenridge Brewery,1280983796,4.0,3.5,3.0,Halcyondays,Herbed / Spiced Beer,4.0,4.0,Agave Wheat,4.2,40702
62238,16866,The Bruery,1288216037,5.0,5.0,4.5,abecall98,American Double / Imperial Stout,4.5,5.0,Cherry Chocolate Rain,19.5,61328
295000,35,Boston Beer Company (Samuel Adams),1200778741,4.5,4.5,3.5,deltatauhobbit,Winter Warmer,4.5,5.0,Samuel Adams Old Fezziwig Ale,5.9,1881
832499,3553,Yo-Ho Brewing Company,1202556042,4.0,4.0,4.5,Hofer,American Porter,3.5,4.5,Tokyo Black,5.0,27506
997507,10557,KleinBrouwerij De Glazen Toren,1187189601,5.0,4.5,4.5,merlin48,Saison / Farmhouse Ale,5.0,4.5,Saison D'Erpe-Mere,6.9,21113
176844,560,Saku Brewery LTD,1121606970,3.0,2.5,3.0,BSF,American Adjunct Lager,2.5,3.0,Saku Hele,5.2,3655
1064178,4909,Gasthaus & Gosebrauerei Bayerischer Bahnhof,1221261040,4.0,3.0,3.0,msubulldog25,Berliner Weissbier,3.5,3.5,Berliner Style Weisse,3.0,37039
1140823,863,Russian River Brewing Company,1310606407,4.0,4.0,4.5,prdstmnky,Belgian Strong Pale Ale,4.5,4.0,Damnation,7.75,12770
1148464,71,Fuller Smith & Turner PLC,1295329037,4.0,4.0,4.0,olmatty,Extra Special / Strong Bitter (ESB),3.5,4.0,Fuller's ESB,5.9,219
1179154,10099,Dogfish Head Brewery,1295243639,4.0,3.5,4.0,r0nyn,Belgian Strong Dark Ale,4.0,3.5,Raison D'etre,8.0,1180
218918,158,Great Divide Brewing Company,1226968204,4.0,4.0,4.0,tburkhart,Old Ale,4.5,4.0,Hibernation Ale,8.7,1446
1400077,18134,Redhook Ale Brewery,1316392543,3.0,3.0,3.0,mikesgroove,American Double / Imperial IPA,3.0,3.0,Big Ballard,8.6,57799
739141,14952,Williamsburg AleWerks,1289179176,4.0,4.0,4.0,optimator13,Milk / Sweet Stout,4.0,4.0,Café Royale,8.0,61241
141371,17981,Cigar City Brewing,1313441584,4.0,4.0,4.0,drabmuh,American Amber / Red Ale,3.5,3.5,Tocobaga Red Ale,7.4,61877
672662,651,Ithaca Beer Company,1296329201,4.5,5.0,4.0,lovindahops,American Porter,4.5,5.0,Gorges Smoked Porter,7.5,21816
311173,35,Boston Beer Company (Samuel Adams),1223426114,4.0,4.0,4.5,cvstrickland,American Double / Imperial Pilsner,4.5,4.0,Samuel Adams Hallertau Imperial Pilsner,8.1,38591
1570270,342,The Caledonian Brewery Company Limited,1080273415,3.0,3.5,3.5,Mitchster,Scotch Ale / Wee Heavy,4.5,4.0,McEwan's Scotch Ale,8.0,1275
1418341,139,Shipyard Brewing Co.,1255973526,4.0,4.0,3.5,ffejherb,Baltic Porter,4.0,4.5,Shipyard Imperial Porter (Pugsley's Signature Series),7.1,45933
749535,16315,BrewDog,1264795084,4.0,3.5,3.5,BradLikesBrew,American Double / Imperial Stout,3.5,3.5,Rip Tide,8.0,41635
1041019,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1169518514,4.0,4.0,4.0,Gueuzedude,American Double / Imperial IPA,4.0,4.5,Blue Dot Double India Pale Ale,7.0,25265
673162,651,Ithaca Beer Company,1238953234,5.0,5.0,4.5,calise1122,American Wild Ale,4.5,4.5,Brute,6.5,43335
1466658,96,Magic Hat Brewing Company,1172863812,4.0,4.0,4.0,Foxman,American IPA,3.5,4.0,Hi.P.A.,6.7,9873
1091095,337,Saint Arnold Brewing Company,1231300077,4.0,4.0,4.0,BrewerB,Winter Warmer,4.0,4.0,Saint Arnold Christmas Ale,7.0,1068
78817,140,Sierra Nevada Brewing Co.,1270150067,4.0,4.0,4.0,Lunch,American Barleywine,4.5,4.0,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,2671
1067668,216,Brouwerij Rodenbach N.V.,1254861595,5.0,4.5,4.0,Paisan,Flanders Red Ale,4.5,4.5,Rodenbach Classic (Red),5.2,1882
138739,17981,Cigar City Brewing,1324425334,3.5,4.0,4.0,KickInTheChalice,Herbed / Spiced Beer,3.5,3.0,Sugar Plum Brown,6.0,47021
703290,822,East African Breweries Ltd (Kenya Breweries),1290123249,3.0,2.5,3.0,TheBrewo,American Adjunct Lager,2.0,2.5,Tusker Premium Lager,4.2,2563
1107487,784,Tyranena Brewing Company,1279161189,4.0,4.5,4.5,theghost3,Oatmeal Stout,4.0,4.0,Down 'N Dirty Chocolate Oatmeal Stout,6.3,56054
665905,2216,Brouwerij Drie Fonteinen,1238031860,4.5,4.0,4.5,JustinTheBeer,Lambic - Fruit,4.5,5.0,Drie Fonteinen Oude Kriek,6.0,6306
1213468,898,Heavy Seas Beer,1301332681,3.5,3.0,3.5,patreely12,American Blonde Ale,4.0,3.5,Heavy Seas - Gold Ale,4.5,58006
1098118,418,Left Hand Brewing Company,1254097222,4.0,3.5,4.0,champ103,Märzen / Oktoberfest,3.5,3.5,Left Hand Oktoberfest,6.0,32410
1414666,139,Shipyard Brewing Co.,1261342328,4.5,4.5,4.0,taez555,Winter Warmer,4.0,4.5,Prelude Special Ale,6.8,288
492290,132,Rogue Ales,1087954473,4.0,3.5,4.0,MuddyFeet,American Brown Ale,4.0,4.0,Hazelnut Brown Nectar,6.2,1339
1058325,200,Mendocino Brewing Company,1146896554,2.0,2.5,3.5,RedwoodGeorge,American Strong Ale,3.0,2.5,Eye of the Hawk,8.0,641
92821,140,Sierra Nevada Brewing Co.,1236121375,4.5,3.0,3.0,cjbeatty130,American IPA,3.5,4.0,Sierra Nevada Torpedo Extra IPA,7.2,30420
133744,5318,Port Brewing Company / Pizza Port,1275168628,4.0,4.0,4.0,cavedave,American Double / Imperial IPA,4.0,4.5,Hop 15,10.0,31323
1288709,18356,Buffalo Water Beer Company,1255560192,3.5,3.5,3.0,NeroFiddled,American Pale Lager,4.0,3.5,Bison Blonde,4.4,45696
441439,1037,Barley's Brewing Company,1177350530,4.5,4.0,3.5,mcallister,American Pale Ale (APA),4.0,3.5,Barley's Rising Sun JPA,,36473
1245352,209,Guinness Ltd.,1294518061,3.0,3.5,4.0,NittanyBeerFan,Foreign / Export Stout,4.0,3.0,Guinness Foreign Extra Stout,7.5,752
667014,2919,"Wild Duck Brewery, Restaurant And Music Hall",1066099019,3.5,3.5,4.0,beerguy101,American Pale Ale (APA),4.0,4.0,Spank Dog Pale Ale,,13534
821023,725,Brouwerij Haacht NV,1264787639,4.0,3.5,4.0,drpimento,Tripel,4.0,3.5,Tongerlo Prior Tripel 9,9.0,55737
1578241,22511,Hill Farmstead Brewery,1325819492,4.0,3.0,4.5,ColForbinBC,Saison / Farmhouse Ale,4.0,4.0,Arthur,6.0,62282
293036,35,Boston Beer Company (Samuel Adams),1047209850,3.5,3.5,3.5,Jason,Kölsch,3.5,3.5,Samuel Adams Spring Ale,5.2,106
817312,99,Matt Brewing Company,1188426583,3.5,4.0,4.0,DrJay,Black & Tan,3.5,3.5,Saranac Black & Tan,5.4,906
1293287,565,Michigan Brewing Company,1066614472,3.5,4.0,4.0,marburg,Fruit / Vegetable Beer,4.0,3.0,Celis Raspberry,,11772
1086514,1550,Rock Bottom Restaurant & Brewery,1160185476,3.5,2.5,3.0,russpowell,German Pilsener,3.5,3.0,Pilsner,,33093
159667,3818,Southern Tier Brewing Company,1224549835,4.0,4.0,4.0,HopEnthusiast,American IPA,4.0,4.0,IPA (India Pale Ale),7.3,9088
417184,73,Great Lakes Brewing Company,1291602998,4.0,3.5,4.0,philbe311,Winter Warmer,3.5,4.0,Great Lakes Christmas Ale,7.5,1576
1079211,119,Otter Creek Brewing / Wolaver's,1230212090,3.5,4.0,3.5,beerthulhu,Pumpkin Ale,3.5,3.5,Wolaver's (Organic) Pumpkin Ale,,44209
10823,365,Pike Pub & Brewery,1313857745,3.5,2.5,2.5,radioscooter,Scotch Ale / Wee Heavy,3.0,3.0,Pike Kilt Lifter Scotch Style Ale,6.5,962
690055,252,Bayerische Staatsbrauerei Weihenstephan,1229037628,4.0,4.0,4.0,LivinTheBrews,Doppelbock,5.0,5.0,Weihenstephaner Korbinian,7.4,779
797568,187,Brouwerij Lindemans,1201403485,4.0,4.0,3.5,Traquairlover,Lambic - Fruit,4.0,4.0,Lindemans Pêche,4.0,598
1282305,335,New Holland Brewing Company,1248463188,4.5,4.0,4.0,rhoadsrage,Saison / Farmhouse Ale,4.0,4.0,Golden Cap,6.25,44050
503019,132,Rogue Ales,1299713349,4.5,4.0,4.5,bobhits,American Double / Imperial Stout,5.0,4.5,Double Chocolate Stout,8.0,60694
894145,147,Stone Brewing Co.,1284585388,3.5,3.5,4.0,SteelKettle,American Strong Ale,3.5,4.0,Oaked Arrogant Bastard Ale,7.2,8951
1424987,385,Midnight Sun Brewing Co.,1259197424,4.0,4.5,4.5,portia99,Tripel,4.0,4.0,Panty Peeler,8.5,44960
951653,805,Brasserie Du Bocq,1283223200,4.0,4.0,4.5,elricorico,Belgian Strong Dark Ale,3.5,4.0,Waterloo Double 8 Dark,8.5,37324
1068618,216,Brouwerij Rodenbach N.V.,1318786458,4.5,4.0,4.0,kaseydad,Flanders Red Ale,4.0,5.0,Rodenbach Grand Cru,6.0,673
1550662,345,Victory Brewing Company,1188587444,4.5,3.5,4.0,kellyst,Hefeweizen,4.0,4.0,Sunrise Weiss,5.7,1014
274085,68,Flying Dog Brewery,1093303033,4.0,4.0,3.5,Tballz420,English Barleywine,3.5,4.0,Horn Dog Barley Wine Style Ale,10.5,2678
1583558,41,Brouwerij Corsendonk,1039180617,3.5,4.0,4.0,sponberg,Belgian Strong Dark Ale,3.5,4.0,Corsendonk Christmas Ale,8.5,140
530949,743,Lancaster Brewing Company,1305302359,4.0,3.5,3.5,Rifugium,Milk / Sweet Stout,3.5,4.0,Milk Stout,5.3,3960
1450739,17034,Roy Pitz Brewing Company,1238812744,3.0,4.0,3.0,RThomas436,American IPA,3.0,2.5,Daddy Fat Sacs Imperial IPA,7.5,42579
819817,19890,Ale Industries,1325301836,3.5,3.5,4.0,Reidrover,American Amber / Red Ale,4.0,4.0,Rye'd Piper,5.8,59221
252517,1141,Brasserie Dieu Du Ciel,1215121746,3.0,4.0,4.5,Metalmonk,American IPA,3.5,2.5,Corne Du Diable,6.5,16376
1002370,206,Hook & Ladder Brewing Company (No. 2),1265869232,2.5,3.0,3.0,Portertime,American Blonde Ale,2.5,3.0,Hook & Ladder Golden Ale,5.5,36546
1561299,413,Grand Teton Brewing Co.,1287060621,4.5,4.5,4.0,Bitterbill,Hefeweizen,4.0,4.5,Howling Wolf Weisse Bier,5.0,62600
